algorithm,n_nodes,c,seed,total_time,K,history
degree_discount,200,20,17,0.0181,109.0,"[[200, 0.0], [109, 0.0034], [109, 0.0181]]"
degree_threshold,200,20,17,0.0019,103.0,"[[200, 0.0], [103, 0.0007], [103, 0.0019]]"
goldberg_liu,200,20,17,360.3416,27.0,"[[200, 0.0], [106, 3.8499], [64, 35.037], [55, 36.3308], [44, 36.5019], [43, 36.7058], [39, 36.8068], [38, 36.8834], [35, 36.9531], [34, 36.9791], [31, 37.1646], [30, 37.5913], [29, 38.2507], [28, 100.2933], [27, 294.4364], [27, 360.3416]]"
high_thetas,200,20,17,0.0064,53.0,"[[200, 0.0], [100, 0.0018], [53, 0.0034], [53, 0.0064]]"
nads_binary_search,200,20,17,360.0089,25.0,"[[200, 0.0], [100, 0.0031], [50, 1.3247], [27, 24.4028], [26, 51.5422], [25, 256.8753], [25, 360.0089]]"
betweenness,400,1,17,1.0485,32.0,"[[400, 0.0], [200, 0.1258], [100, 0.2529], [50, 0.3841], [37, 0.6458], [34, 0.9111], [32, 1.0485], [32, 1.0485]]"
degree,400,1,17,0.0673,33.0,"[[400, 0.0], [200, 0.002], [100, 0.006], [50, 0.0135], [37, 0.0299], [34, 0.0485], [33, 0.0673], [33, 0.0673]]"
degree_connected,400,1,17,0.1184,33.0,"[[400, 0.0], [200, 0.0291], [100, 0.0435], [50, 0.0548], [37, 0.0732], [34, 0.0952], [33, 0.1184], [33, 0.1184]]"
degree_discount,400,1,17,0.1362,38.0,"[[400, 0.0], [200, 0.0112], [100, 0.0212], [50, 0.0377], [43, 0.0928], [40, 0.1127], [38, 0.1362], [38, 0.1362]]"
degree_threshold,400,1,17,0.0444,21.0,"[[400, 0.0], [200, 0.0019], [100, 0.0045], [50, 0.0084], [25, 0.0172], [21, 0.0364], [21, 0.0444]]"
goldberg_liu,400,1,17,720.9561,18.0,"[[400, 0.0], [201, 162.318], [62, 345.5805], [23, 346.8094], [21, 351.2784], [20, 355.987], [19, 358.4606], [18, 360.6415], [18, 720.9561]]"
high_thetas,400,1,17,0.0446,35.0,"[[400, 0.0], [200, 0.004], [100, 0.0082], [50, 0.0138], [37, 0.0262], [35, 0.0446], [35, 0.0446]]"
nads_binary_search,400,1,17,720.0712,16.0,"[[400, 0.0], [200, 0.0093], [100, 0.0138], [50, 0.0197], [25, 3.3979], [21, 13.1313], [19, 20.148], [18, 39.5081], [17, 64.3694], [16, 579.9979], [16, 720.0711]]"
betweenness,400,5,17,0.3889,203.0,"[[400, 0.0], [203, 0.1343], [203, 0.3889]]"
degree,400,5,17,0.0042,202.0,"[[400, 0.0], [202, 0.0021], [202, 0.0042]]"
degree_connected,400,5,17,0.0585,202.0,"[[400, 0.0], [202, 0.0292], [202, 0.0585]]"
degree_discount,400,5,17,0.0342,202.0,"[[400, 0.0], [203, 0.0114], [202, 0.0342], [202, 0.0342]]"
degree_threshold,400,5,17,0.0062,102.0,"[[400, 0.0], [200, 0.002], [102, 0.0041], [102, 0.0062]]"
goldberg_liu,400,5,17,721.0894,22.0,"[[400, 0.0], [201, 162.0189], [65, 528.8702], [58, 543.7122], [26, 545.111], [24, 553.3999], [23, 554.758], [22, 619.6624], [22, 721.0894]]"
high_thetas,400,5,17,0.042,38.0,"[[400, 0.0], [200, 0.0039], [100, 0.0081], [50, 0.0136], [43, 0.0268], [40, 0.0339], [38, 0.042], [38, 0.042]]"
nads_binary_search,400,5,17,720.0144,18.0,"[[400, 0.0], [200, 0.0148], [100, 0.019], [50, 0.0246], [25, 14.3838], [21, 162.2836], [19, 301.4666], [18, 569.653], [18, 720.0144]]"
betweenness,400,10,17,0.5082,205.0,"[[400, 0.0], [205, 0.128], [205, 0.5082]]"
degree,400,10,17,0.0075,206.0,"[[400, 0.0], [206, 0.002], [206, 0.0075]]"
degree_connected,400,10,17,0.1512,212.0,"[[400, 0.0], [212, 0.029], [212, 0.1512]]"
degree_discount,400,10,17,0.0332,203.0,"[[400, 0.0], [203, 0.0107], [203, 0.0332]]"
degree_threshold,400,10,17,0.0034,202.0,"[[400, 0.0], [202, 0.0017], [202, 0.0034]]"
goldberg_liu,400,10,17,722.3643,28.0,"[[400, 0.0], [204, 155.4329], [102, 541.1289], [82, 555.7936], [36, 557.5696], [35, 559.8083], [31, 560.9513], [29, 562.2798], [28, 573.013], [28, 722.3643]]"
high_thetas,400,10,17,0.0198,51.0,"[[400, 0.0], [200, 0.004], [100, 0.0082], [52, 0.0138], [51, 0.0197], [51, 0.0198]]"
nads_binary_search,400,10,17,720.0172,22.0,"[[400, 0.0], [200, 0.0078], [100, 0.0121], [50, 0.3791], [25, 117.622], [23, 509.5917], [22, 680.4054], [22, 720.0172]]"
betweenness,400,20,17,0.6328,209.0,"[[400, 0.0], [209, 0.1267], [209, 0.6328]]"
degree,400,20,17,0.0091,223.0,"[[400, 0.0], [223, 0.0016], [223, 0.0091]]"
degree_connected,400,20,17,0.1894,224.0,"[[400, 0.0], [224, 0.0286], [224, 0.1894]]"
degree_discount,400,20,17,0.055,209.0,"[[400, 0.0], [209, 0.0109], [209, 0.055]]"
degree_threshold,400,20,17,0.0059,203.0,"[[400, 0.0], [203, 0.0026], [203, 0.0059]]"
goldberg_liu,400,20,17,722.6809,35.0,"[[400, 0.0], [209, 155.7188], [151, 593.5845], [41, 594.911], [40, 598.2118], [38, 601.0847], [37, 606.6427], [36, 615.3134], [35, 618.5412], [35, 722.6809]]"
high_thetas,400,20,17,0.0258,53.0,"[[400, 0.0], [200, 0.0044], [100, 0.0087], [53, 0.0149], [53, 0.0258]]"
nads_binary_search,400,20,17,720.0156,32.0,"[[400, 0.0], [200, 0.0091], [100, 0.0135], [50, 3.2671], [37, 136.2027], [34, 344.4597], [32, 524.7139], [32, 720.0155]]"
betweenness,600,1,17,2.9674,36.0,"[[600, 0.0], [300, 0.2896], [150, 0.5779], [75, 0.8741], [37, 1.1867], [36, 2.9674], [36, 2.9674]]"
degree,600,1,17,0.1263,33.0,"[[600, 0.0], [300, 0.0028], [150, 0.0081], [75, 0.0194], [37, 0.0438], [34, 0.0973], [33, 0.1263], [33, 0.1263]]"
degree_connected,600,1,17,0.2528,32.0,"[[600, 0.0], [300, 0.0833], [150, 0.1166], [75, 0.138], [37, 0.1652], [32, 0.2124], [32, 0.2528]]"
degree_discount,600,1,17,0.2405,41.0,"[[600, 0.0], [300, 0.0258], [150, 0.0425], [75, 0.0672], [56, 0.1209], [46, 0.1613], [41, 0.2024], [41, 0.2405]]"
degree_threshold,600,1,17,0.0962,24.0,"[[600, 0.0], [300, 0.0034], [150, 0.007], [75, 0.0135], [37, 0.0247], [27, 0.0506], [24, 0.086], [24, 0.0962]]"
goldberg_liu,600,1,17,1108.6536,297.0,"[[600, 0.0], [297, 109.3814], [297, 1108.6536]]"
high_thetas,600,1,17,0.1017,43.0,"[[600, 0.0], [300, 0.0095], [150, 0.0185], [75, 0.0264], [56, 0.0456], [46, 0.0596], [43, 0.0904], [43, 0.1017]]"
nads_binary_search,600,1,17,1080.3722,17.0,"[[600, 0.0], [300, 0.033], [150, 0.0418], [75, 0.05], [37, 0.0971], [27, 9.3591], [22, 42.2329], [20, 61.9454], [19, 246.5698], [18, 296.4355], [17, 523.2518], [17, 1080.3721]]"
betweenness,600,5,17,2.3622,78.0,"[[600, 0.0], [300, 0.2921], [150, 0.5847], [103, 0.8795], [89, 1.1718], [82, 1.4714], [78, 1.7715], [78, 2.3622]]"
degree,600,5,17,0.0585,103.0,"[[600, 0.0], [300, 0.0031], [150, 0.0089], [103, 0.0186], [103, 0.0585]]"
degree_connected,600,5,17,0.252,103.0,"[[600, 0.0], [300, 0.0836], [150, 0.1174], [103, 0.1371], [103, 0.252]]"
degree_discount,600,5,17,0.0945,151.0,"[[600, 0.0], [300, 0.0233], [162, 0.0411], [156, 0.0598], [153, 0.0773], [151, 0.0945], [151, 0.0945]]"
degree_threshold,600,5,17,0.0963,33.0,"[[600, 0.0], [300, 0.0028], [150, 0.0065], [75, 0.0134], [37, 0.0255], [34, 0.0817], [33, 0.0963], [33, 0.0963]]"
goldberg_liu,600,5,17,1097.8139,298.0,"[[600, 0.0], [298, 109.2197], [298, 1097.8139]]"
high_thetas,600,5,17,0.0965,44.0,"[[600, 0.0], [300, 0.009], [150, 0.017], [75, 0.0256], [56, 0.0469], [46, 0.0623], [44, 0.0965], [44, 0.0965]]"
nads_binary_search,600,5,17,1080.3489,17.0,"[[600, 0.0], [300, 0.0171], [150, 0.0254], [75, 0.0341], [37, 0.225], [27, 6.7288], [22, 51.1806], [20, 81.5693], [19, 300.7511], [18, 488.4516], [17, 899.4033], [17, 1080.3488]]"
betweenness,600,10,17,0.8707,303.0,"[[600, 0.0], [303, 0.2918], [303, 0.8707]]"
degree,600,10,17,0.0084,303.0,"[[600, 0.0], [303, 0.0028], [303, 0.0084]]"
degree_connected,600,10,17,0.2511,303.0,"[[600, 0.0], [303, 0.0831], [303, 0.2511]]"
degree_discount,600,10,17,0.0895,305.0,"[[600, 0.0], [305, 0.023], [305, 0.0895]]"
degree_threshold,600,10,17,0.0139,153.0,"[[600, 0.0], [300, 0.003], [153, 0.0068], [153, 0.0139]]"
goldberg_liu,600,10,17,1104.4847,301.0,"[[600, 0.0], [301, 109.8558], [301, 1104.4847]]"
high_thetas,600,10,17,0.0899,47.0,"[[600, 0.0], [300, 0.009], [150, 0.017], [75, 0.0252], [56, 0.0404], [51, 0.0606], [48, 0.0745], [47, 0.0899], [47, 0.0899]]"
nads_binary_search,600,10,17,1080.022,24.0,"[[600, 0.0], [300, 0.0204], [150, 0.0293], [75, 0.0383], [37, 22.6993], [27, 105.972], [24, 311.2231], [24, 1080.0219]]"
betweenness,600,20,17,1.1605,306.0,"[[600, 0.0], [306, 0.2897], [306, 1.1605]]"
degree,600,20,17,0.0102,306.0,"[[600, 0.0], [306, 0.0026], [306, 0.0102]]"
degree_connected,600,20,17,0.3361,306.0,"[[600, 0.0], [306, 0.0828], [306, 0.3361]]"
degree_discount,600,20,17,0.1131,309.0,"[[600, 0.0], [309, 0.0233], [309, 0.1131]]"
degree_threshold,600,20,17,0.0051,302.0,"[[600, 0.0], [302, 0.0027], [302, 0.0051]]"
goldberg_liu,600,20,17,1161.8025,307.0,"[[600, 0.0], [307, 110.123], [307, 1161.8025]]"
high_thetas,600,20,17,0.0539,58.0,"[[600, 0.0], [300, 0.0093], [150, 0.0167], [75, 0.0263], [58, 0.0429], [58, 0.0539]]"
nads_binary_search,600,20,17,1080.0225,37.0,"[[600, 0.0], [300, 0.0169], [150, 0.0243], [75, 0.0341], [39, 154.3594], [38, 407.7377], [37, 909.3298], [37, 1080.0225]]"
betweenness,1000,1,17,4.2267,176.0,"[[1000, 0.0], [500, 0.8365], [250, 1.6839], [224, 2.5276], [176, 3.3809], [176, 4.2267]]"
degree,1000,1,17,0.0275,252.0,"[[1000, 0.0], [500, 0.0055], [252, 0.0165], [252, 0.0275]]"
degree_connected,1000,1,17,0.5742,252.0,"[[1000, 0.0], [500, 0.3389], [252, 0.4563], [252, 0.5742]]"
degree_discount,1000,1,17,0.111,501.0,"[[1000, 0.0], [502, 0.0569], [501, 0.111], [501, 0.111]]"
degree_threshold,1000,1,17,0.0347,127.0,"[[1000, 0.0], [500, 0.005], [250, 0.0113], [127, 0.0231], [127, 0.0347]]"
goldberg_liu,1000,1,17,,,null
high_thetas,1000,1,17,0.2281,68.0,"[[1000, 0.0], [500, 0.0237], [250, 0.0426], [125, 0.0579], [93, 0.0947], [77, 0.1195], [69, 0.1558], [68, 0.2281], [68, 0.2281]]"
nads_binary_search,1000,1,17,1800.061,43.0,"[[1000, 0.0], [500, 0.0238], [250, 0.0428], [125, 0.0582], [62, 2.6841], [48, 601.9721], [47, 810.6032], [46, 831.8336], [45, 1000.171], [44, 1168.5402], [43, 1246.9865], [43, 1800.061]]"
betweenness,1000,5,17,8.383,213.0,"[[1000, 0.0], [500, 0.8357], [250, 1.6655], [229, 2.513], [216, 5.0319], [214, 7.5463], [213, 8.383], [213, 8.383]]"
degree,1000,5,17,0.0279,252.0,"[[1000, 0.0], [500, 0.0055], [252, 0.0167], [252, 0.0279]]"
degree_connected,1000,5,17,0.5737,252.0,"[[1000, 0.0], [500, 0.3378], [252, 0.4553], [252, 0.5737]]"
degree_discount,1000,5,17,0.1095,501.0,"[[1000, 0.0], [502, 0.0553], [501, 0.1095], [501, 0.1095]]"
degree_threshold,1000,5,17,0.0366,127.0,"[[1000, 0.0], [500, 0.0047], [250, 0.0112], [127, 0.024], [127, 0.0366]]"
goldberg_liu,1000,5,17,,,null
high_thetas,1000,5,17,0.2166,69.0,"[[1000, 0.0], [500, 0.024], [250, 0.0431], [125, 0.0586], [93, 0.0932], [77, 0.1207], [69, 0.1596], [69, 0.2166]]"
nads_binary_search,1000,5,17,1800.0576,44.0,"[[1000, 0.0], [500, 0.0238], [250, 0.0427], [125, 0.0581], [62, 73.5793], [48, 651.3964], [47, 817.9267], [46, 1080.4098], [45, 1173.9419], [44, 1266.7203], [44, 1800.0575]]"
betweenness,1000,10,17,1.673,502.0,"[[1000, 0.0], [502, 0.8413], [502, 1.673]]"
degree,1000,10,17,0.0109,502.0,"[[1000, 0.0], [502, 0.0055], [502, 0.0109]]"
degree_connected,1000,10,17,0.6778,502.0,"[[1000, 0.0], [502, 0.3384], [502, 0.6778]]"
degree_discount,1000,10,17,0.108,501.0,"[[1000, 0.0], [503, 0.0531], [501, 0.108], [501, 0.108]]"
degree_threshold,1000,10,17,0.0492,129.0,"[[1000, 0.0], [500, 0.0051], [250, 0.0119], [129, 0.0244], [129, 0.0492]]"
goldberg_liu,1000,10,17,,,null
high_thetas,1000,10,17,0.195,77.0,"[[1000, 0.0], [500, 0.0249], [250, 0.044], [125, 0.0602], [93, 0.0918], [77, 0.1205], [77, 0.195]]"
nads_binary_search,1000,10,17,1805.0277,50.0,"[[1000, 0.0], [500, 0.025], [250, 0.0444], [125, 0.0606], [62, 63.4105], [54, 764.7569], [52, 1109.9558], [51, 1271.2205], [50, 1620.2068], [50, 1805.0277]]"
betweenness,1000,20,17,4.1774,519.0,"[[1000, 0.0], [522, 0.8421], [519, 1.6742], [519, 4.1774]]"
degree,1000,20,17,0.0202,508.0,"[[1000, 0.0], [508, 0.0051], [508, 0.0202]]"
degree_connected,1000,20,17,1.3686,508.0,"[[1000, 0.0], [508, 0.3376], [508, 1.3686]]"
degree_discount,1000,20,17,0.2068,508.0,"[[1000, 0.0], [508, 0.0514], [508, 0.2068]]"
degree_threshold,1000,20,17,0.0138,504.0,"[[1000, 0.0], [504, 0.0047], [504, 0.0138]]"
goldberg_liu,1000,20,17,,,null
high_thetas,1000,20,17,0.1793,83.0,"[[1000, 0.0], [500, 0.0251], [250, 0.0441], [125, 0.0608], [93, 0.09], [85, 0.1269], [83, 0.1658], [83, 0.1793]]"
nads_binary_search,1000,20,17,1800.0863,63.0,"[[1000, 0.0], [500, 0.0254], [250, 0.0445], [125, 0.0612], [64, 257.2782], [63, 553.4132], [63, 1800.0863]]"
betweenness,2000,1,17,38.6624,344.0,"[[2000, 0.0], [1000, 3.479], [500, 6.9756], [461, 10.4897], [355, 14.0207], [348, 28.0939], [344, 31.6363], [344, 38.6624]]"
degree,2000,1,17,0.4949,322.0,"[[2000, 0.0], [1000, 0.015], [500, 0.0477], [458, 0.0949], [354, 0.1544], [328, 0.2526], [324, 0.4247], [322, 0.4949], [322, 0.4949]]"
degree_connected,2000,1,17,6.7163,338.0,"[[2000, 0.0], [1000, 2.4384], [500, 3.1928], [454, 3.4531], [352, 3.9069], [339, 5.0663], [338, 6.7163], [338, 6.7163]]"
degree_discount,2000,1,17,0.8274,528.0,"[[2000, 0.0], [1000, 0.1905], [542, 0.3213], [528, 0.455], [528, 0.8274]]"
degree_threshold,2000,1,17,0.6942,111.0,"[[2000, 0.0], [1000, 0.0159], [500, 0.0346], [250, 0.0704], [125, 0.1598], [117, 0.403], [113, 0.5071], [111, 0.6215], [111, 0.6942]]"
goldberg_liu,2000,1,17,,,null
high_thetas,2000,1,17,0.719,152.0,"[[2000, 0.0], [1000, 0.0921], [500, 0.1613], [250, 0.2081], [187, 0.3056], [156, 0.4041], [152, 0.6127], [152, 0.719]]"
nads_binary_search,2000,1,17,3600.1751,104.0,"[[2000, 0.0], [1000, 0.093], [500, 0.162], [250, 0.2084], [125, 11.3781], [109, 1145.1299], [105, 2272.6806], [104, 3472.4229], [104, 3600.1751]]"
betweenness,2000,5,17,10.4114,1003.0,"[[2000, 0.0], [1003, 3.4751], [1003, 10.4114]]"
degree,2000,5,17,0.0414,1003.0,"[[2000, 0.0], [1003, 0.0138], [1003, 0.0414]]"
degree_connected,2000,5,17,7.33,1003.0,"[[2000, 0.0], [1003, 2.439], [1003, 7.33]]"
degree_discount,2000,5,17,0.5502,1004.0,"[[2000, 0.0], [1004, 0.1847], [1004, 0.5502]]"
degree_threshold,2000,5,17,0.0302,1002.0,"[[2000, 0.0], [1002, 0.0152], [1002, 0.0302]]"
goldberg_liu,2000,5,17,,,null
high_thetas,2000,5,17,0.6958,154.0,"[[2000, 0.0], [1000, 0.091], [500, 0.1603], [250, 0.2062], [187, 0.2991], [156, 0.388], [154, 0.6416], [154, 0.6958]]"
nads_binary_search,2000,5,17,3600.1426,106.0,"[[2000, 0.0], [1000, 0.0938], [500, 0.165], [250, 0.2121], [125, 89.1849], [109, 1334.4487], [108, 2518.583], [106, 3363.2758], [106, 3600.1426]]"
betweenness,2000,10,17,17.3741,1012.0,"[[2000, 0.0], [1012, 3.476], [1012, 17.3741]]"
degree,2000,10,17,0.0682,1022.0,"[[2000, 0.0], [1022, 0.0115], [1022, 0.0682]]"
degree_connected,2000,10,17,12.426,1016.0,"[[2000, 0.0], [1022, 2.4391], [1016, 4.9256], [1016, 12.426]]"
degree_discount,2000,10,17,0.5429,1004.0,"[[2000, 0.0], [1004, 0.1822], [1004, 0.5428]]"
degree_threshold,2000,10,17,0.0318,1002.0,"[[2000, 0.0], [1002, 0.016], [1002, 0.0318]]"
goldberg_liu,2000,10,17,,,null
high_thetas,2000,10,17,0.7265,157.0,"[[2000, 0.0], [1000, 0.093], [500, 0.1624], [250, 0.2093], [187, 0.3085], [171, 0.436], [163, 0.5271], [159, 0.6334], [157, 0.7265], [157, 0.7265]]"
nads_binary_search,2000,10,17,3600.1881,110.0,"[[2000, 0.0], [1000, 0.0955], [500, 0.1667], [250, 0.2149], [125, 66.2041], [112, 1686.9201], [110, 2575.4931], [110, 3600.188]]"
betweenness,2000,20,17,20.7955,1024.0,"[[2000, 0.0], [1024, 3.4592], [1024, 20.7955]]"
degree,2000,20,17,0.068,1025.0,"[[2000, 0.0], [1025, 0.0118], [1025, 0.068]]"
degree_connected,2000,20,17,15.0331,1025.0,"[[2000, 0.0], [1025, 2.4373], [1025, 15.0331]]"
degree_discount,2000,20,17,0.7248,1008.0,"[[2000, 0.0], [1008, 0.1836], [1008, 0.7248]]"
degree_threshold,2000,20,17,0.0451,1003.0,"[[2000, 0.0], [1003, 0.0151], [1003, 0.0451]]"
goldberg_liu,2000,20,17,,,null
high_thetas,2000,20,17,0.355,188.0,"[[2000, 0.0], [1000, 0.0911], [500, 0.1589], [250, 0.2071], [189, 0.2932], [188, 0.355], [188, 0.355]]"
nads_binary_search,2000,20,17,3600.1704,126.0,"[[2000, 0.0], [1000, 0.0926], [500, 0.161], [250, 0.2092], [127, 520.3662], [126, 1629.8535], [126, 3600.1703]]"
