algorithm,n_nodes,c,seed,total_time,K,history
degree_discount,200,10,2,0.0213,112.0,"[[200, 0.0], [112, 0.0044], [112, 0.0213]]"
degree_threshold,200,10,2,0.0013,102.0,"[[200, 0.0], [102, 0.0006], [102, 0.0013]]"
goldberg_liu,200,10,2,360.4851,21.0,"[[200, 0.0], [105, 4.1307], [43, 37.497], [41, 38.8182], [26, 38.9426], [25, 39.0201], [22, 39.0746], [21, 39.1524], [21, 360.4851]]"
high_thetas,200,10,2,0.0127,26.0,"[[200, 0.0], [100, 0.0016], [50, 0.0031], [37, 0.0061], [31, 0.0079], [28, 0.0101], [26, 0.0127], [26, 0.0127]]"
nads_binary_search,200,10,2,360.0059,20.0,"[[200, 0.0], [100, 0.0027], [50, 0.0046], [25, 2.2232], [21, 9.4849], [20, 157.7292], [20, 360.0059]]"
betweenness,200,20,2,0.1845,121.0,"[[200, 0.0], [122, 0.0309], [121, 0.0616], [121, 0.1845]]"
degree,200,20,2,0.004,121.0,"[[200, 0.0], [125, 0.0007], [121, 0.0014], [121, 0.004]]"
degree_connected,200,20,2,0.0347,121.0,"[[200, 0.0], [124, 0.0051], [121, 0.0108], [121, 0.0347]]"
degree_discount,200,20,2,0.024,122.0,"[[200, 0.0], [122, 0.0037], [122, 0.024]]"
degree_threshold,200,20,2,0.0018,103.0,"[[200, 0.0], [103, 0.0006], [103, 0.0018]]"
goldberg_liu,200,20,2,360.7184,29.0,"[[200, 0.0], [110, 4.1426], [67, 32.4416], [33, 32.7893], [31, 33.6883], [30, 33.7798], [29, 56.3716], [29, 360.7184]]"
high_thetas,200,20,2,0.0072,39.0,"[[200, 0.0], [100, 0.0016], [50, 0.0031], [39, 0.0054], [39, 0.0072]]"
nads_binary_search,200,20,2,360.0085,27.0,"[[200, 0.0], [100, 0.0024], [50, 0.0041], [37, 8.3246], [31, 9.8097], [28, 30.8757], [27, 102.1992], [27, 360.0085]]"
betweenness,400,1,2,0.9193,118.0,"[[400, 0.0], [200, 0.1296], [118, 0.261], [118, 0.9193]]"
degree,400,1,2,0.0233,118.0,"[[400, 0.0], [200, 0.0019], [118, 0.0057], [118, 0.0233]]"
degree_connected,400,1,2,0.1173,119.0,"[[400, 0.0], [200, 0.0283], [119, 0.0426], [119, 0.1173]]"
degree_discount,400,1,2,0.0684,107.0,"[[400, 0.0], [200, 0.0125], [119, 0.0238], [109, 0.0349], [107, 0.0684], [107, 0.0684]]"
degree_threshold,400,1,2,0.0612,42.0,"[[400, 0.0], [200, 0.0015], [100, 0.0039], [50, 0.0091], [43, 0.0355], [42, 0.0612], [42, 0.0612]]"
goldberg_liu,400,1,2,724.1374,206.0,"[[400, 0.0], [206, 31.5516], [206, 724.1374]]"
high_thetas,400,1,2,0.0549,45.0,"[[400, 0.0], [200, 0.0042], [100, 0.0081], [50, 0.0156], [46, 0.0388], [45, 0.0549], [45, 0.0549]]"
nads_binary_search,400,1,2,720.0238,24.0,"[[400, 0.0], [200, 0.0226], [100, 0.027], [50, 0.0353], [25, 28.3916], [24, 493.342], [24, 720.0238]]"
betweenness,400,5,2,0.9131,119.0,"[[400, 0.0], [200, 0.1306], [119, 0.2623], [119, 0.9131]]"
degree,400,5,2,0.0252,119.0,"[[400, 0.0], [200, 0.0021], [119, 0.0066], [119, 0.0252]]"
degree_connected,400,5,2,0.1204,120.0,"[[400, 0.0], [200, 0.0285], [120, 0.0434], [120, 0.1204]]"
degree_discount,400,5,2,0.0779,119.0,"[[400, 0.0], [200, 0.0137], [119, 0.0252], [119, 0.0779]]"
degree_threshold,400,5,2,0.0528,47.0,"[[400, 0.0], [200, 0.0015], [100, 0.004], [50, 0.01], [48, 0.0461], [47, 0.0528], [47, 0.0528]]"
goldberg_liu,400,5,2,721.0633,29.0,"[[400, 0.0], [209, 31.5746], [85, 345.3101], [74, 356.3304], [37, 357.5299], [34, 359.2756], [33, 360.2752], [32, 362.3781], [31, 427.3069], [30, 429.4775], [29, 430.6275], [29, 721.0633]]"
high_thetas,400,5,2,0.0438,49.0,"[[400, 0.0], [200, 0.0041], [100, 0.0078], [50, 0.0154], [49, 0.0438], [49, 0.0438]]"
nads_binary_search,400,5,2,720.029,26.0,"[[400, 0.0], [200, 0.005], [100, 0.0088], [50, 0.0164], [37, 123.9653], [31, 132.2773], [28, 246.5446], [26, 445.8959], [26, 720.0289]]"
betweenness,400,10,2,0.6476,213.0,"[[400, 0.0], [213, 0.1319], [213, 0.6476]]"
degree,400,10,2,0.0082,212.0,"[[400, 0.0], [212, 0.0018], [212, 0.0082]]"
degree_connected,400,10,2,0.1477,212.0,"[[400, 0.0], [212, 0.0283], [212, 0.1477]]"
degree_discount,400,10,2,0.0595,212.0,"[[400, 0.0], [212, 0.0117], [212, 0.0595]]"
degree_threshold,400,10,2,0.0123,112.0,"[[400, 0.0], [200, 0.0016], [112, 0.0039], [112, 0.0123]]"
goldberg_liu,400,10,2,721.2944,34.0,"[[400, 0.0], [212, 31.8994], [129, 373.8995], [48, 375.8028], [44, 383.7247], [42, 390.2288], [41, 399.1374], [38, 406.6901], [37, 410.2124], [36, 411.4036], [35, 475.8364], [34, 476.5884], [34, 721.2944]]"
high_thetas,400,10,2,0.0458,52.0,"[[400, 0.0], [200, 0.0043], [100, 0.0082], [75, 0.0163], [62, 0.021], [56, 0.0269], [53, 0.0346], [52, 0.0458], [52, 0.0458]]"
nads_binary_search,400,10,2,720.0173,32.0,"[[400, 0.0], [200, 0.0101], [100, 0.014], [50, 0.0254], [37, 161.5459], [34, 407.8798], [32, 531.415], [32, 720.0173]]"
betweenness,400,20,2,0.6462,213.0,"[[400, 0.0], [213, 0.1288], [213, 0.6462]]"
degree,400,20,2,0.0094,222.0,"[[400, 0.0], [222, 0.0016], [222, 0.0094]]"
degree_connected,400,20,2,0.1472,212.0,"[[400, 0.0], [212, 0.0283], [212, 0.1472]]"
degree_discount,400,20,2,0.0588,212.0,"[[400, 0.0], [212, 0.0116], [212, 0.0588]]"
degree_threshold,400,20,2,0.0051,205.0,"[[400, 0.0], [205, 0.0013], [205, 0.0051]]"
goldberg_liu,400,20,2,722.4742,85.0,"[[400, 0.0], [218, 31.8061], [92, 704.1827], [85, 719.5228], [85, 722.4742]]"
high_thetas,400,20,2,0.0124,102.0,"[[400, 0.0], [200, 0.0048], [102, 0.0086], [102, 0.0124]]"
nads_binary_search,400,20,2,720.0251,49.0,"[[400, 0.0], [200, 0.011], [100, 0.4568], [52, 104.8716], [51, 199.4246], [50, 406.3891], [49, 491.2729], [49, 720.025]]"
betweenness,600,1,2,1.7949,151.0,"[[600, 0.0], [300, 0.2979], [175, 0.5986], [162, 0.8974], [156, 1.1954], [153, 1.4944], [151, 1.7949], [151, 1.7949]]"
degree,600,1,2,0.038,160.0,"[[600, 0.0], [300, 0.0029], [176, 0.0089], [163, 0.0151], [161, 0.0319], [160, 0.038], [160, 0.038]]"
degree_connected,600,1,2,0.2615,151.0,"[[600, 0.0], [300, 0.0835], [176, 0.1173], [163, 0.1546], [156, 0.1906], [153, 0.226], [151, 0.2615], [151, 0.2615]]"
degree_discount,600,1,2,0.24,112.0,"[[600, 0.0], [300, 0.0262], [150, 0.0461], [112, 0.1025], [112, 0.24]]"
degree_threshold,600,1,2,0.084,62.0,"[[600, 0.0], [300, 0.0023], [150, 0.0064], [75, 0.0131], [63, 0.0325], [62, 0.084], [62, 0.084]]"
goldberg_liu,600,1,2,1326.0696,297.0,"[[600, 0.0], [297, 113.6386], [297, 1326.0696]]"
high_thetas,600,1,2,0.0866,54.0,"[[600, 0.0], [300, 0.0081], [150, 0.0146], [75, 0.023], [56, 0.0442], [54, 0.0866], [54, 0.0866]]"
nads_binary_search,600,1,2,1080.0421,27.0,"[[600, 0.0], [300, 0.0198], [150, 0.0271], [75, 0.0363], [37, 4.7667], [32, 260.8201], [29, 345.6537], [28, 437.2508], [27, 938.0353], [27, 1080.0421]]"
betweenness,600,5,2,2.0849,178.0,"[[600, 0.0], [300, 0.302], [178, 0.6008], [178, 2.0849]]"
degree,600,5,2,0.0314,180.0,"[[600, 0.0], [300, 0.0029], [182, 0.0085], [180, 0.027], [180, 0.0314]]"
degree_connected,600,5,2,0.3127,172.0,"[[600, 0.0], [300, 0.0839], [182, 0.1173], [174, 0.1952], [172, 0.2738], [172, 0.3127]]"
degree_discount,600,5,2,0.1352,178.0,"[[600, 0.0], [300, 0.0271], [178, 0.0446], [178, 0.1352]]"
degree_threshold,600,5,2,0.0778,69.0,"[[600, 0.0], [300, 0.0029], [150, 0.007], [75, 0.0143], [69, 0.0354], [69, 0.0778]]"
goldberg_liu,600,5,2,1098.7003,297.0,"[[600, 0.0], [297, 116.2818], [297, 1098.7003]]"
high_thetas,600,5,2,0.0861,54.0,"[[600, 0.0], [300, 0.0071], [150, 0.0138], [75, 0.0221], [56, 0.0418], [54, 0.0861], [54, 0.0861]]"
nads_binary_search,600,5,2,1080.0313,33.0,"[[600, 0.0], [300, 0.0165], [150, 0.023], [75, 0.0314], [37, 79.3285], [34, 527.2171], [33, 824.2654], [33, 1080.0313]]"
betweenness,600,10,2,0.5903,302.0,"[[600, 0.0], [302, 0.2956], [302, 0.5903]]"
degree,600,10,2,0.0309,192.0,"[[600, 0.0], [300, 0.0029], [192, 0.0081], [192, 0.0309]]"
degree_connected,600,10,2,0.2402,183.0,"[[600, 0.0], [300, 0.0839], [192, 0.1172], [183, 0.198], [183, 0.2402]]"
degree_discount,600,10,2,0.1386,323.0,"[[600, 0.0], [323, 0.0262], [323, 0.1386]]"
degree_threshold,600,10,2,0.0204,77.0,"[[600, 0.0], [300, 0.0025], [150, 0.0068], [77, 0.0136], [77, 0.0204]]"
goldberg_liu,600,10,2,1305.7772,302.0,"[[600, 0.0], [302, 114.6463], [302, 1305.7772]]"
high_thetas,600,10,2,0.0805,60.0,"[[600, 0.0], [300, 0.0071], [150, 0.0138], [75, 0.0225], [65, 0.0487], [60, 0.0628], [60, 0.0805]]"
nads_binary_search,600,10,2,1081.4836,36.0,"[[600, 0.0], [300, 0.0154], [150, 0.0226], [75, 0.0313], [59, 154.3763], [48, 167.1749], [42, 288.2838], [39, 373.7623], [38, 510.4915], [37, 763.4762], [36, 1039.0266], [36, 1081.4836]]"
betweenness,600,20,2,1.1819,308.0,"[[600, 0.0], [308, 0.2947], [308, 1.1819]]"
degree,600,20,2,0.0097,306.0,"[[600, 0.0], [306, 0.0025], [306, 0.0097]]"
degree_connected,600,20,2,0.3376,306.0,"[[600, 0.0], [306, 0.0832], [306, 0.3376]]"
degree_discount,600,20,2,0.1312,325.0,"[[600, 0.0], [325, 0.0221], [325, 0.1312]]"
degree_threshold,600,20,2,0.0059,303.0,"[[600, 0.0], [303, 0.002], [303, 0.0059]]"
goldberg_liu,600,20,2,1331.7108,312.0,"[[600, 0.0], [312, 115.2768], [312, 1331.7108]]"
high_thetas,600,20,2,0.0343,77.0,"[[600, 0.0], [300, 0.0067], [150, 0.0134], [77, 0.0241], [77, 0.0343]]"
nads_binary_search,600,20,2,1080.0326,57.0,"[[600, 0.0], [300, 0.0125], [150, 0.0193], [75, 1.8235], [59, 309.943], [57, 720.7318], [57, 1080.0326]]"
betweenness,1000,1,2,4.2682,257.0,"[[1000, 0.0], [500, 0.8447], [257, 1.7066], [257, 4.2682]]"
degree,1000,1,2,0.0962,194.0,"[[1000, 0.0], [500, 0.0064], [250, 0.0177], [194, 0.0515], [194, 0.0962]]"
degree_connected,1000,1,2,0.8459,194.0,"[[1000, 0.0], [500, 0.3369], [250, 0.4545], [194, 0.5925], [194, 0.8459]]"
degree_discount,1000,1,2,0.2304,254.0,"[[1000, 0.0], [500, 0.0541], [257, 0.0992], [255, 0.1833], [254, 0.2304], [254, 0.2304]]"
degree_threshold,1000,1,2,0.1828,69.0,"[[1000, 0.0], [500, 0.0048], [250, 0.013], [125, 0.0261], [69, 0.0761], [69, 0.1828]]"
goldberg_liu,1000,1,2,,,null
high_thetas,1000,1,2,0.2146,91.0,"[[1000, 0.0], [500, 0.0185], [250, 0.037], [125, 0.0558], [93, 0.1005], [91, 0.1916], [91, 0.2146]]"
nads_binary_search,1000,1,2,1800.0699,58.0,"[[1000, 0.0], [500, 0.0184], [250, 0.0359], [125, 0.0549], [62, 119.3079], [58, 1169.1452], [58, 1800.0699]]"
betweenness,1000,5,2,2.5576,504.0,"[[1000, 0.0], [504, 0.8529], [504, 2.5576]]"
degree,1000,5,2,0.0168,504.0,"[[1000, 0.0], [504, 0.0056], [504, 0.0168]]"
degree_connected,1000,5,2,1.0148,504.0,"[[1000, 0.0], [504, 0.3364], [504, 1.0148]]"
degree_discount,1000,5,2,0.1101,502.0,"[[1000, 0.0], [502, 0.0549], [502, 0.1101]]"
degree_threshold,1000,5,2,0.0267,254.0,"[[1000, 0.0], [500, 0.0052], [254, 0.0125], [254, 0.0267]]"
goldberg_liu,1000,5,2,,,null
high_thetas,1000,5,2,0.2031,97.0,"[[1000, 0.0], [500, 0.0184], [250, 0.0357], [125, 0.0545], [109, 0.1056], [101, 0.1359], [97, 0.1665], [97, 0.2031]]"
nads_binary_search,1000,5,2,1800.0672,62.0,"[[1000, 0.0], [500, 0.0185], [250, 0.036], [125, 0.0549], [65, 257.3133], [63, 591.6344], [62, 975.4163], [62, 1800.0671]]"
betweenness,1000,10,2,3.4153,506.0,"[[1000, 0.0], [506, 0.8515], [506, 3.4153]]"
degree,1000,10,2,0.0221,506.0,"[[1000, 0.0], [506, 0.0056], [506, 0.0221]]"
degree_connected,1000,10,2,1.3578,506.0,"[[1000, 0.0], [506, 0.3358], [506, 1.3578]]"
degree_discount,1000,10,2,0.1654,504.0,"[[1000, 0.0], [504, 0.0523], [504, 0.1654]]"
degree_threshold,1000,10,2,0.0095,502.0,"[[1000, 0.0], [502, 0.0048], [502, 0.0095]]"
goldberg_liu,1000,10,2,,,null
high_thetas,1000,10,2,0.2137,102.0,"[[1000, 0.0], [500, 0.0182], [250, 0.0359], [125, 0.0552], [109, 0.1091], [105, 0.1538], [103, 0.1838], [102, 0.2137], [102, 0.2137]]"
nads_binary_search,1000,10,2,1800.0731,63.0,"[[1000, 0.0], [500, 0.0185], [250, 0.0364], [125, 0.0558], [67, 257.2943], [64, 998.9296], [63, 1657.9607], [63, 1800.073]]"
betweenness,1000,20,2,5.0956,523.0,"[[1000, 0.0], [523, 0.8474], [523, 5.0956]]"
degree,1000,20,2,0.028,524.0,"[[1000, 0.0], [524, 0.0048], [524, 0.028]]"
degree_connected,1000,20,2,2.114,523.0,"[[1000, 0.0], [523, 0.3366], [523, 2.114]]"
degree_discount,1000,20,2,0.2783,509.0,"[[1000, 0.0], [509, 0.0523], [509, 0.2783]]"
degree_threshold,1000,20,2,0.0139,503.0,"[[1000, 0.0], [503, 0.0047], [503, 0.0139]]"
goldberg_liu,1000,20,2,,,null
high_thetas,1000,20,2,0.1558,115.0,"[[1000, 0.0], [500, 0.0181], [250, 0.0348], [125, 0.0533], [117, 0.1106], [115, 0.1332], [115, 0.1558]]"
nads_binary_search,1000,20,2,1800.0481,86.0,"[[1000, 0.0], [500, 0.0185], [250, 0.0355], [125, 0.0543], [93, 353.4571], [88, 935.3244], [86, 1588.8778], [86, 1800.0481]]"
betweenness,2000,1,2,10.4988,1003.0,"[[2000, 0.0], [1003, 3.4921], [1003, 10.4987]]"
degree,2000,1,2,0.0437,1003.0,"[[2000, 0.0], [1003, 0.0146], [1003, 0.0437]]"
degree_connected,2000,1,2,7.3217,1003.0,"[[2000, 0.0], [1003, 2.437], [1003, 7.3217]]"
degree_discount,2000,1,2,1.2783,367.0,"[[2000, 0.0], [1000, 0.2068], [500, 0.3235], [367, 0.4657], [367, 1.2783]]"
degree_threshold,2000,1,2,0.1177,253.0,"[[2000, 0.0], [1000, 0.0123], [500, 0.0301], [253, 0.0595], [253, 0.1177]]"
goldberg_liu,2000,1,2,,,null
high_thetas,2000,1,2,0.8604,149.0,"[[2000, 0.0], [1000, 0.084], [500, 0.1446], [250, 0.1893], [187, 0.2639], [156, 0.3592], [152, 0.6151], [150, 0.7345], [149, 0.8604], [149, 0.8604]]"
nads_binary_search,2000,1,2,3662.6719,110.0,"[[2000, 0.0], [1000, 0.0851], [500, 0.1463], [250, 0.1917], [125, 17.7333], [117, 1579.4081], [113, 1872.4663], [111, 2476.7534], [110, 3436.8701], [110, 3662.6718]]"
betweenness,2000,5,2,13.9309,1008.0,"[[2000, 0.0], [1008, 3.49], [1008, 13.9309]]"
degree,2000,5,2,0.0573,1012.0,"[[2000, 0.0], [1012, 0.0115], [1012, 0.0573]]"
degree_connected,2000,5,2,12.3149,1012.0,"[[2000, 0.0], [1012, 2.4357], [1012, 12.3149]]"
degree_discount,2000,5,2,0.6419,507.0,"[[2000, 0.0], [1000, 0.2029], [507, 0.3106], [507, 0.6419]]"
degree_threshold,2000,5,2,0.0463,502.0,"[[2000, 0.0], [1000, 0.0125], [502, 0.0294], [502, 0.0463]]"
goldberg_liu,2000,5,2,,,null
high_thetas,2000,5,2,0.7201,152.0,"[[2000, 0.0], [1000, 0.084], [500, 0.1447], [250, 0.1908], [187, 0.2703], [156, 0.3775], [152, 0.6053], [152, 0.7201]]"
nads_binary_search,2000,5,2,3600.1652,116.0,"[[2000, 0.0], [1000, 0.0845], [500, 0.1455], [250, 0.191], [125, 13.7279], [117, 1974.7602], [116, 3392.8078], [116, 3600.1651]]"
betweenness,2000,10,2,13.9639,1008.0,"[[2000, 0.0], [1008, 3.4785], [1008, 13.9639]]"
degree,2000,10,2,0.0557,1012.0,"[[2000, 0.0], [1012, 0.0112], [1012, 0.0557]]"
degree_connected,2000,10,2,12.3146,1012.0,"[[2000, 0.0], [1012, 2.4333], [1012, 12.3146]]"
degree_discount,2000,10,2,0.6006,1004.0,"[[2000, 0.0], [1004, 0.2014], [1004, 0.6006]]"
degree_threshold,2000,10,2,0.0615,504.0,"[[2000, 0.0], [1000, 0.0124], [504, 0.0293], [504, 0.0615]]"
goldberg_liu,2000,10,2,,,null
high_thetas,2000,10,2,0.8167,153.0,"[[2000, 0.0], [1000, 0.084], [500, 0.1446], [250, 0.1919], [187, 0.2725], [156, 0.3816], [154, 0.6892], [153, 0.8167], [153, 0.8167]]"
nads_binary_search,2000,10,2,3670.5777,126.0,"[[2000, 0.0], [1000, 0.0833], [500, 0.1431], [250, 0.19], [127, 450.4845], [126, 1377.0084], [126, 3670.5777]]"
betweenness,2000,20,2,20.8492,1022.0,"[[2000, 0.0], [1022, 3.4709], [1022, 20.8492]]"
degree,2000,20,2,0.0617,1012.0,"[[2000, 0.0], [1012, 0.0124], [1012, 0.0617]]"
degree_connected,2000,20,2,12.3078,1012.0,"[[2000, 0.0], [1012, 2.4312], [1012, 12.3078]]"
degree_discount,2000,20,2,1.0209,1018.0,"[[2000, 0.0], [1023, 0.1997], [1018, 0.3924], [1018, 1.0208]]"
degree_threshold,2000,20,2,0.0289,1003.0,"[[2000, 0.0], [1003, 0.0097], [1003, 0.0289]]"
goldberg_liu,2000,20,2,,,null
high_thetas,2000,20,2,0.2354,252.0,"[[2000, 0.0], [1000, 0.0829], [500, 0.143], [252, 0.1891], [252, 0.2354]]"
nads_binary_search,2000,20,2,3600.2919,136.0,"[[2000, 0.0], [1000, 0.0835], [500, 0.1431], [250, 32.2502], [187, 478.4182], [156, 478.6727], [140, 862.53], [136, 1609.447], [136, 3600.2919]]"
