algorithm,n_nodes,c,seed,total_time,K,history
degree_connected,200,20,13,0.0276,111.0,"[[200, 0.0], [111, 0.0052], [111, 0.0276]]"
degree_discount,200,20,13,0.0168,111.0,"[[200, 0.0], [111, 0.0033], [111, 0.0168]]"
degree_threshold,200,20,13,0.0019,104.0,"[[200, 0.0], [104, 0.0007], [104, 0.0019]]"
goldberg_liu,200,20,13,360.1828,35.0,"[[200, 0.0], [117, 3.8686], [42, 30.0567], [39, 31.4038], [35, 31.4924], [88, 123.8], [35, 360.1828]]"
high_thetas,200,20,13,0.0039,52.0,"[[200, 0.0], [100, 0.0011], [52, 0.0026], [52, 0.0039]]"
nads_binary_search,200,20,13,360.0083,31.0,"[[200, 0.0], [100, 0.002], [50, 1.1829], [37, 22.8164], [31, 75.2463], [31, 360.0082]]"
betweenness,400,1,13,1.1674,93.0,"[[400, 0.0], [200, 0.1268], [100, 0.2558], [93, 0.7797], [93, 1.1674]]"
degree,400,1,13,0.0212,135.0,"[[400, 0.0], [200, 0.0022], [145, 0.0051], [139, 0.013], [136, 0.016], [135, 0.0212], [135, 0.0212]]"
degree_connected,400,1,13,0.1522,147.0,"[[400, 0.0], [200, 0.0293], [147, 0.0422], [147, 0.1522]]"
degree_discount,400,1,13,0.0695,134.0,"[[400, 0.0], [200, 0.0111], [145, 0.021], [139, 0.0493], [136, 0.0593], [134, 0.0695], [134, 0.0695]]"
degree_threshold,400,1,13,0.0323,73.0,"[[400, 0.0], [200, 0.002], [100, 0.005], [96, 0.0096], [73, 0.0137], [73, 0.0323]]"
goldberg_liu,400,1,13,720.8484,31.0,"[[400, 0.0], [217, 30.4498], [74, 348.2522], [65, 359.9506], [36, 360.6665], [34, 363.1267], [33, 422.1531], [32, 424.3467], [31, 671.2987], [31, 720.8484]]"
high_thetas,400,1,13,0.0532,53.0,"[[400, 0.0], [200, 0.0036], [100, 0.0074], [75, 0.0184], [62, 0.024], [56, 0.0312], [53, 0.0403], [53, 0.0532]]"
nads_binary_search,400,1,13,720.0293,31.0,"[[400, 0.0], [200, 0.0043], [100, 0.0082], [50, 0.1296], [37, 59.4316], [31, 169.315], [31, 720.0293]]"
betweenness,400,5,13,0.2566,202.0,"[[400, 0.0], [202, 0.1287], [202, 0.2566]]"
degree,400,5,13,0.005,202.0,"[[400, 0.0], [202, 0.0025], [202, 0.005]]"
degree_connected,400,5,13,0.0601,202.0,"[[400, 0.0], [202, 0.0301], [202, 0.0601]]"
degree_discount,400,5,13,0.0212,202.0,"[[400, 0.0], [202, 0.0112], [202, 0.0212]]"
degree_threshold,400,5,13,0.0083,102.0,"[[400, 0.0], [200, 0.002], [102, 0.0052], [102, 0.0083]]"
goldberg_liu,400,5,13,720.7819,34.0,"[[400, 0.0], [216, 30.4424], [71, 468.0935], [65, 478.4063], [38, 479.2775], [37, 481.9143], [36, 483.2984], [35, 484.2104], [34, 549.1852], [34, 720.7819]]"
high_thetas,400,5,13,0.0501,51.0,"[[400, 0.0], [200, 0.0036], [100, 0.0073], [75, 0.0159], [62, 0.0214], [56, 0.0296], [53, 0.039], [51, 0.0501], [51, 0.0501]]"
nads_binary_search,400,5,13,720.0187,30.0,"[[400, 0.0], [200, 0.0058], [100, 0.0096], [50, 0.0925], [37, 76.1144], [31, 175.3892], [30, 561.2716], [30, 720.0186]]"
betweenness,400,10,13,0.5126,214.0,"[[400, 0.0], [222, 0.1292], [214, 0.258], [214, 0.5126]]"
degree,400,10,13,0.0094,223.0,"[[400, 0.0], [223, 0.0016], [223, 0.0094]]"
degree_connected,400,10,13,0.1917,223.0,"[[400, 0.0], [223, 0.029], [223, 0.1917]]"
degree_discount,400,10,13,0.0308,204.0,"[[400, 0.0], [204, 0.0103], [204, 0.0308]]"
degree_threshold,400,10,13,0.0036,202.0,"[[400, 0.0], [202, 0.0019], [202, 0.0036]]"
goldberg_liu,400,10,13,721.1244,39.0,"[[400, 0.0], [219, 30.5202], [95, 326.8431], [83, 338.3129], [44, 339.2279], [43, 341.6604], [42, 342.534], [41, 349.6192], [40, 396.487], [39, 401.7566], [39, 721.1244]]"
high_thetas,400,10,13,0.0416,57.0,"[[400, 0.0], [200, 0.0036], [100, 0.0073], [75, 0.0149], [62, 0.0211], [59, 0.0334], [57, 0.0416], [57, 0.0416]]"
nads_binary_search,400,10,13,720.0199,37.0,"[[400, 0.0], [200, 0.0044], [100, 0.0081], [50, 0.5513], [43, 217.4111], [40, 260.5357], [38, 326.6132], [37, 520.2737], [37, 720.0199]]"
betweenness,400,20,13,0.7594,226.0,"[[400, 0.0], [226, 0.1261], [226, 0.7594]]"
degree,400,20,13,0.0087,229.0,"[[400, 0.0], [229, 0.0016], [229, 0.0087]]"
degree_connected,400,20,13,0.1948,229.0,"[[400, 0.0], [229, 0.0289], [229, 0.1948]]"
degree_discount,400,20,13,0.0397,206.0,"[[400, 0.0], [206, 0.0096], [206, 0.0397]]"
degree_threshold,400,20,13,0.0066,206.0,"[[400, 0.0], [206, 0.0017], [206, 0.0066]]"
goldberg_liu,400,20,13,721.1307,48.0,"[[400, 0.0], [224, 30.6551], [87, 303.3353], [81, 313.5079], [51, 314.3599], [50, 315.8516], [49, 372.5877], [48, 373.3249], [48, 721.1307]]"
high_thetas,400,20,13,0.0146,103.0,"[[400, 0.0], [200, 0.0037], [103, 0.0074], [103, 0.0146]]"
nads_binary_search,400,20,13,720.0196,50.0,"[[400, 0.0], [200, 0.0045], [100, 2.0602], [53, 104.6463], [51, 204.2691], [50, 654.4643], [50, 720.0196]]"
betweenness,600,1,13,0.8755,303.0,"[[600, 0.0], [303, 0.2932], [303, 0.8755]]"
degree,600,1,13,0.0087,303.0,"[[600, 0.0], [303, 0.0029], [303, 0.0087]]"
degree_connected,600,1,13,0.2553,304.0,"[[600, 0.0], [304, 0.0847], [304, 0.2553]]"
degree_discount,600,1,13,0.0642,303.0,"[[600, 0.0], [303, 0.0224], [303, 0.0642]]"
degree_threshold,600,1,13,0.032,79.0,"[[600, 0.0], [300, 0.0034], [150, 0.0084], [79, 0.0164], [79, 0.032]]"
goldberg_liu,600,1,13,,,null
high_thetas,600,1,13,0.1068,69.0,"[[600, 0.0], [300, 0.0088], [150, 0.016], [75, 0.0279], [70, 0.0694], [69, 0.1068], [69, 0.1068]]"
nads_binary_search,600,1,13,1080.0355,39.0,"[[600, 0.0], [300, 0.0255], [150, 0.0332], [75, 0.0455], [56, 156.1355], [46, 192.5492], [41, 362.6923], [39, 567.7195], [39, 1080.0354]]"
betweenness,600,5,13,0.8824,303.0,"[[600, 0.0], [303, 0.2958], [303, 0.8824]]"
degree,600,5,13,0.0096,303.0,"[[600, 0.0], [303, 0.0032], [303, 0.0096]]"
degree_connected,600,5,13,0.2558,304.0,"[[600, 0.0], [304, 0.0847], [304, 0.2558]]"
degree_discount,600,5,13,0.0881,305.0,"[[600, 0.0], [305, 0.0238], [305, 0.0881]]"
degree_threshold,600,5,13,0.0127,152.0,"[[600, 0.0], [300, 0.0034], [152, 0.0081], [152, 0.0127]]"
goldberg_liu,600,5,13,,,null
high_thetas,600,5,13,0.0924,67.0,"[[600, 0.0], [300, 0.0093], [150, 0.0165], [75, 0.0298], [70, 0.0651], [67, 0.0839], [67, 0.0924]]"
nads_binary_search,600,5,13,1080.0536,41.0,"[[600, 0.0], [300, 0.0252], [150, 0.0347], [75, 0.0503], [56, 155.308], [46, 205.4499], [41, 467.5708], [41, 1080.0535]]"
betweenness,600,10,13,0.8817,304.0,"[[600, 0.0], [304, 0.2937], [304, 0.8817]]"
degree,600,10,13,0.0103,304.0,"[[600, 0.0], [304, 0.0035], [304, 0.0103]]"
degree_connected,600,10,13,0.3436,305.0,"[[600, 0.0], [305, 0.0848], [305, 0.3436]]"
degree_discount,600,10,13,0.0864,306.0,"[[600, 0.0], [306, 0.023], [306, 0.0864]]"
degree_threshold,600,10,13,0.0174,153.0,"[[600, 0.0], [300, 0.0036], [153, 0.0083], [153, 0.0174]]"
goldberg_liu,600,10,13,,,null
high_thetas,600,10,13,0.0747,72.0,"[[600, 0.0], [300, 0.0085], [150, 0.0158], [75, 0.0294], [72, 0.0665], [72, 0.0747]]"
nads_binary_search,600,10,13,1080.0236,46.0,"[[600, 0.0], [300, 0.02], [150, 0.0305], [75, 0.0462], [56, 159.5268], [46, 216.0463], [46, 1080.0235]]"
betweenness,600,20,13,1.4579,318.0,"[[600, 0.0], [322, 0.2933], [318, 0.586], [318, 1.4579]]"
degree,600,20,13,0.0149,324.0,"[[600, 0.0], [324, 0.0025], [324, 0.0149]]"
degree_connected,600,20,13,0.544,325.0,"[[600, 0.0], [325, 0.084], [325, 0.544]]"
degree_discount,600,20,13,0.0861,307.0,"[[600, 0.0], [307, 0.0224], [307, 0.0861]]"
degree_threshold,600,20,13,0.0051,302.0,"[[600, 0.0], [302, 0.0026], [302, 0.0051]]"
goldberg_liu,600,20,13,,,null
high_thetas,600,20,13,0.0479,94.0,"[[600, 0.0], [300, 0.0086], [150, 0.0155], [112, 0.0293], [95, 0.0387], [94, 0.0479], [94, 0.0479]]"
nads_binary_search,600,20,13,1080.0327,57.0,"[[600, 0.0], [300, 0.0211], [150, 0.0281], [75, 0.0526], [60, 308.6684], [58, 636.861], [57, 966.4343], [57, 1080.0326]]"
betweenness,1000,1,13,3.3882,505.0,"[[1000, 0.0], [505, 0.8479], [505, 3.3882]]"
degree,1000,1,13,0.0592,259.0,"[[1000, 0.0], [500, 0.0073], [259, 0.0179], [259, 0.0592]]"
degree_connected,1000,1,13,0.951,259.0,"[[1000, 0.0], [500, 0.3423], [259, 0.4609], [259, 0.951]]"
degree_discount,1000,1,13,0.1064,502.0,"[[1000, 0.0], [502, 0.0557], [502, 0.1064]]"
degree_threshold,1000,1,13,0.0693,131.0,"[[1000, 0.0], [500, 0.0053], [250, 0.0134], [131, 0.0276], [131, 0.0693]]"
goldberg_liu,1000,1,13,,,null
high_thetas,1000,1,13,0.2371,78.0,"[[1000, 0.0], [500, 0.0228], [250, 0.0384], [125, 0.0551], [93, 0.0898], [85, 0.1232], [81, 0.16], [79, 0.1964], [78, 0.2371], [78, 0.2371]]"
nads_binary_search,1000,1,13,1800.0561,47.0,"[[1000, 0.0], [500, 0.0227], [250, 0.0379], [125, 0.0543], [62, 27.8691], [54, 640.4827], [50, 773.289], [48, 959.6821], [47, 1684.0873], [47, 1800.056]]"
betweenness,1000,5,13,3.3912,505.0,"[[1000, 0.0], [505, 0.8478], [505, 3.3912]]"
degree,1000,5,13,0.0193,504.0,"[[1000, 0.0], [504, 0.0065], [504, 0.0193]]"
degree_connected,1000,5,13,1.0294,504.0,"[[1000, 0.0], [504, 0.3416], [504, 1.0294]]"
degree_discount,1000,5,13,0.1972,508.0,"[[1000, 0.0], [508, 0.0509], [508, 0.1972]]"
degree_threshold,1000,5,13,0.0267,254.0,"[[1000, 0.0], [500, 0.0051], [254, 0.0124], [254, 0.0267]]"
goldberg_liu,1000,5,13,,,null
high_thetas,1000,5,13,0.07,126.0,"[[1000, 0.0], [500, 0.0217], [250, 0.0369], [127, 0.0535], [126, 0.07], [126, 0.07]]"
nads_binary_search,1000,5,13,1800.0697,63.0,"[[1000, 0.0], [500, 0.0219], [250, 0.0371], [125, 3.3198], [64, 260.0931], [63, 456.9691], [63, 1800.0696]]"
betweenness,1000,10,13,3.3961,505.0,"[[1000, 0.0], [505, 0.849], [505, 3.3961]]"
degree,1000,10,13,0.0238,505.0,"[[1000, 0.0], [505, 0.006], [505, 0.0238]]"
degree_connected,1000,10,13,1.3706,505.0,"[[1000, 0.0], [505, 0.3395], [505, 1.3706]]"
degree_discount,1000,10,13,0.246,512.0,"[[1000, 0.0], [512, 0.0491], [512, 0.246]]"
degree_threshold,1000,10,13,0.0336,255.0,"[[1000, 0.0], [500, 0.0051], [255, 0.0126], [255, 0.0336]]"
goldberg_liu,1000,10,13,,,null
high_thetas,1000,10,13,0.0696,126.0,"[[1000, 0.0], [500, 0.0216], [250, 0.0363], [127, 0.0527], [126, 0.0696], [126, 0.0696]]"
nads_binary_search,1000,10,13,1800.0462,61.0,"[[1000, 0.0], [500, 0.0222], [250, 0.0372], [125, 10.3555], [64, 274.5388], [63, 561.9006], [62, 1100.2003], [61, 1572.249], [61, 1800.0462]]"
betweenness,1000,20,13,3.3945,508.0,"[[1000, 0.0], [508, 0.8506], [508, 3.3945]]"
degree,1000,20,13,0.0303,509.0,"[[1000, 0.0], [509, 0.0061], [509, 0.0303]]"
degree_connected,1000,20,13,1.732,509.0,"[[1000, 0.0], [509, 0.3412], [509, 1.732]]"
degree_discount,1000,20,13,0.2477,512.0,"[[1000, 0.0], [512, 0.0497], [512, 0.2477]]"
degree_threshold,1000,20,13,0.0089,502.0,"[[1000, 0.0], [502, 0.0047], [502, 0.0089]]"
goldberg_liu,1000,20,13,,,null
high_thetas,1000,20,13,0.0717,127.0,"[[1000, 0.0], [500, 0.0224], [250, 0.0375], [127, 0.055], [127, 0.0717]]"
nads_binary_search,1000,20,13,1800.0634,78.0,"[[1000, 0.0], [500, 0.0226], [250, 0.0377], [125, 11.2427], [93, 272.9956], [79, 578.4885], [78, 687.7113], [78, 1800.0634]]"
betweenness,2000,1,13,24.7416,260.0,"[[2000, 0.0], [1000, 3.512], [500, 7.0328], [260, 10.5772], [260, 24.7416]]"
degree,2000,1,13,0.1139,501.0,"[[2000, 0.0], [1000, 0.0108], [508, 0.0336], [504, 0.0603], [502, 0.0871], [501, 0.1139], [501, 0.1139]]"
degree_connected,2000,1,13,5.4655,508.0,"[[2000, 0.0], [1000, 2.4411], [508, 3.1866], [508, 5.4655]]"
degree_discount,2000,1,13,0.7223,1006.0,"[[2000, 0.0], [1006, 0.1797], [1006, 0.7223]]"
degree_threshold,2000,1,13,0.3791,137.0,"[[2000, 0.0], [1000, 0.0151], [500, 0.0322], [250, 0.06], [137, 0.1306], [137, 0.3791]]"
goldberg_liu,2000,1,13,,,null
high_thetas,2000,1,13,0.7548,158.0,"[[2000, 0.0], [1000, 0.0808], [500, 0.1332], [250, 0.1769], [187, 0.2666], [171, 0.3872], [163, 0.4772], [159, 0.5912], [158, 0.7548], [158, 0.7548]]"
nads_binary_search,2000,1,13,3662.7912,121.0,"[[2000, 0.0], [1000, 0.0796], [500, 0.1303], [250, 0.1731], [187, 516.2268], [156, 516.3965], [140, 519.5607], [132, 535.6204], [128, 559.1556], [126, 1087.586], [125, 1190.0736], [124, 1528.8444], [123, 1955.0759], [122, 2255.6308], [121, 3055.3243], [121, 3662.7911]]"
betweenness,2000,5,13,17.5856,507.0,"[[2000, 0.0], [1000, 3.5148], [507, 7.0338], [507, 17.5856]]"
degree,2000,5,13,0.1267,512.0,"[[2000, 0.0], [1000, 0.0116], [512, 0.0342], [512, 0.1267]]"
degree_connected,2000,5,13,6.2605,512.0,"[[2000, 0.0], [1000, 2.4403], [512, 3.1859], [512, 6.2605]]"
degree_discount,2000,5,13,0.7182,1007.0,"[[2000, 0.0], [1007, 0.18], [1007, 0.7182]]"
degree_threshold,2000,5,13,0.1092,254.0,"[[2000, 0.0], [1000, 0.0154], [500, 0.0328], [254, 0.0586], [254, 0.1092]]"
goldberg_liu,2000,5,13,,,null
high_thetas,2000,5,13,0.7697,158.0,"[[2000, 0.0], [1000, 0.0791], [500, 0.1297], [250, 0.1725], [187, 0.2611], [171, 0.38], [163, 0.4841], [159, 0.6003], [158, 0.7697], [158, 0.7697]]"
nads_binary_search,2000,5,13,3600.0738,138.0,"[[2000, 0.0], [1000, 0.0794], [500, 0.1302], [250, 0.1732], [187, 450.2959], [156, 450.4591], [142, 1080.785], [141, 1586.6461], [140, 2323.4204], [139, 2720.7938], [138, 3229.4867], [138, 3600.0737]]"
betweenness,2000,10,13,10.5623,1003.0,"[[2000, 0.0], [1003, 3.5176], [1003, 10.5623]]"
degree,2000,10,13,0.0321,1003.0,"[[2000, 0.0], [1003, 0.0108], [1003, 0.0321]]"
degree_connected,2000,10,13,7.3361,1003.0,"[[2000, 0.0], [1003, 2.4409], [1003, 7.3361]]"
degree_discount,2000,10,13,0.7201,1007.0,"[[2000, 0.0], [1007, 0.1821], [1007, 0.7201]]"
degree_threshold,2000,10,13,0.0491,502.0,"[[2000, 0.0], [1000, 0.0152], [502, 0.0322], [502, 0.0491]]"
goldberg_liu,2000,10,13,,,null
high_thetas,2000,10,13,0.6751,164.0,"[[2000, 0.0], [1000, 0.0796], [500, 0.131], [250, 0.1753], [187, 0.2661], [171, 0.3721], [167, 0.4806], [165, 0.5742], [164, 0.6751], [164, 0.6751]]"
nads_binary_search,2000,10,13,3600.2609,142.0,"[[2000, 0.0], [1000, 0.0793], [500, 0.13], [250, 0.1739], [187, 450.3306], [156, 483.2679], [142, 1106.9729], [142, 3600.2609]]"
betweenness,2000,20,13,14.1007,1005.0,"[[2000, 0.0], [1005, 3.5155], [1005, 14.1007]]"
degree,2000,20,13,0.0429,1005.0,"[[2000, 0.0], [1005, 0.0108], [1005, 0.0429]]"
degree_connected,2000,20,13,9.7895,1005.0,"[[2000, 0.0], [1005, 2.4387], [1005, 9.7895]]"
degree_discount,2000,20,13,0.8788,1011.0,"[[2000, 0.0], [1011, 0.1782], [1011, 0.8788]]"
degree_threshold,2000,20,13,0.0671,503.0,"[[2000, 0.0], [1000, 0.0162], [503, 0.0332], [503, 0.0671]]"
goldberg_liu,2000,20,13,,,null
high_thetas,2000,20,13,0.2139,252.0,"[[2000, 0.0], [1000, 0.0804], [500, 0.1301], [252, 0.1726], [252, 0.2139]]"
nads_binary_search,2000,20,13,3600.2193,144.0,"[[2000, 0.0], [1000, 0.0813], [500, 0.1315], [250, 10.8296], [187, 525.4407], [156, 671.1488], [144, 1257.2341], [144, 3600.2192]]"
